player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Matthew Wright,K,PIT,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,9.49,NA,15021,FleaFlicker,14426,@INDMon 8:15 PM,NA,9,NA,2/2,1/1,5%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.35,NA,13947,FleaFlicker,13718,@SEASun 4:05 PM,NA,6,K3,2/1,2/2,91%,NA,NA,NA,NA,NA,NA,NA
OUTRandy Bullock,K,TEN,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.3,NA,8478,FleaFlicker,10862,CINSun 1:00 PM,NA,6,NA,2/1,2/2,7%,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.02,NA,13324,FleaFlicker,13403,@WASSun 1:00 PM,NA,4,K14,2/1,2/2,78%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.75,NA,13986,FleaFlicker,13719,DENSun 1:00 PM,NA,3,NA,2/1,1/1,10%,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,8.74,NA,6304,FleaFlicker,9694,@DALThu 4:30 PM,NA,9,K19,2/1,1/1,64%,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,8.61,NA,12611,FleaFlicker,12956,@SFSun 4:25 PM,NA,4,K10,2/1,1/1,43%,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.04,NA,16457,FleaFlicker,15368,@TENSun 1:00 PM,NA,0,K4,2/1,2/2,65%,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.03,NA,16929,FleaFlicker,15882,TBSun 1:00 PM,NA,9,K23,2/1,2/2,22%,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,7.68,NA,12347,FleaFlicker,12860,@MIASun 1:00 PM,NA,6,NA,2/1,1/1,17%,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,6.85,NA,13977,FleaFlicker,13832,HOUSun 1:00 PM,NA,1,K9,1/1,2/2,45%,NA,NA,NA,NA,NA,NA,NA
Michael Badgley,K,DET,NA,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,6.76,NA,14050,FleaFlicker,13980,BUFThu 12:30 PM,NA,6,NA,1/1,2/2,7%,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6.02,NA,8608,FleaFlicker,10868,CHISun 1:00 PM,NA,0,K24,1/1,2/2,36%,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,5.74,NA,13124,FleaFlicker,13354,LARSun 4:25 PM,NA,8,K5,1/1,2/2,78%,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,5.73,NA,16587,FleaFlicker,15369,BALSun 1:00 PM,NA,1,NA,1/1,1/1,6%,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,5.72,NA,15366,FleaFlicker,14600,ATLSun 1:00 PM,NA,4,NA,1/1,1/1,11%,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,5.71,NA,4780,FleaFlicker,8851,@MINThu 8:20 PM,NA,0,K7,1/1,1/1,85%,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LAR,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,5.57,NA,14848,FleaFlicker,14244,@KCSun 4:25 PM,NA,7,K12,1/1,1/1,52%,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,5.37,NA,15626,FleaFlicker,14983,@DETThu 12:30 PM,NA,7,K2,1/1,2/2,90%,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,5.07,NA,4221,FleaFlicker,8930,LACSun 4:05 PM,NA,3,K8,1/1,2/2,36%,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,4.78,NA,13035,FleaFlicker,13303,GBSun 8:20 PM,NA,7,K11,1/1,1/1,24%,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,4.66,NA,4715,FleaFlicker,8742,@PHISun 8:20 PM,NA,4,K20,1/1,1/1,14%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,4.54,NA,9754,FleaFlicker,11947,@CARSun 1:00 PM,NA,9,K16,1/1,1/1,33%,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2.07,2.37,0.02,NA,0.33,NA,0.6,NA,0.83,NA,0.28,NA,2.54,NA,10.1,NA,cairo-santos,NumberFire,11945,ATL,NA,NA,NA,NA,NA,NA,5.65,14.55,#31,1,10.11,10.11,10.11
Justin Tucker,K,BAL,NA,1.85,2.07,0,NA,0.61,NA,0.45,NA,0.63,NA,0.22,NA,3.18,NA,9.97,NA,justin-tucker,NumberFire,10976,CAR,NA,NA,NA,NA,NA,NA,6.11,13.83,#18,2,9.98,9.98,9.98
Harrison Butker,K,KC,NA,1.75,2.67,0.08,NA,0.48,NA,0.62,NA,0.48,NA,0.08,NA,4.02,NA,9.89,NA,harrison-butker,NumberFire,13354,LAC,NA,NA,NA,NA,NA,NA,5.25,14.53,#21,3,9.88,9.88,9.88
Tyler Bass,K,BUF,NA,1.8,2.1,0.02,NA,0.57,NA,0.67,NA,0.46,NA,0.12,NA,3.49,NA,9.7,NA,tyler-bass,NumberFire,14983,CLE,NA,NA,NA,NA,NA,NA,5.86,13.54,#28,4,9.71,9.71,9.71
Brett Maher,K,DAL,NA,1.87,2.12,0.03,NA,0.56,NA,0.64,NA,0.64,NA,0.1,NA,2.48,NA,9.24,NA,brett-maher,NumberFire,13909,MIN,NA,NA,NA,NA,NA,NA,4.64,13.84,#7,5,9.23,9.23,9.23
Younghoe Koo,K,ATL,NA,1.88,2.13,0.02,NA,0.58,NA,0.68,NA,0.47,NA,0.17,NA,2.62,NA,9.18,NA,younghoe-koo,NumberFire,13403,CHI,NA,NA,NA,NA,NA,NA,5.61,12.75,#27,6,9.19,9.19,9.19
Jake Elliott,K,PHI,NA,1.57,2.11,0.05,NA,0.59,NA,0.46,NA,0.33,NA,0.11,NA,3.82,NA,8.99,NA,jake-elliott,NumberFire,13303,IND,NA,NA,NA,NA,NA,NA,4.35,13.63,#15,7,8.99,8.99,8.99
Graham Gano,K,NYG,NA,1.77,1.93,0,NA,0.52,NA,0.72,NA,0.52,NA,0.04,NA,2.85,NA,8.84,NA,graham-gano,NumberFire,9694,DET,NA,NA,NA,NA,NA,NA,4.85,12.83,#32,8,8.85,8.85,8.85
Daniel Carlson,K,LV,NA,1.73,1.92,0.02,NA,0.45,NA,0.45,NA,0.55,NA,0.23,NA,2.69,NA,8.8,NA,daniel-carlson,NumberFire,13718,DEN,NA,NA,NA,NA,NA,NA,3.67,13.93,#3,9,8.8,8.8,8.8
Nick Folk,K,NE,NA,1.94,2.27,0.05,NA,0.67,NA,0.62,NA,0.54,NA,0.05,NA,2.28,NA,8.7,NA,nick-folk,NumberFire,8851,NYJ,NA,NA,NA,NA,NA,NA,3.12,14.28,#2,10,8.71,8.71,8.71
Joey Slye,K,WSH,NA,1.79,2.09,0.04,NA,0.5,NA,0.69,NA,0.43,NA,0.12,NA,2.59,NA,8.61,NA,joey-slye,NumberFire,14600,HOU,NA,NA,NA,NA,NA,NA,4.83,12.39,#29,11,8.6,8.6,8.6
Mason Crosby,K,GB,NA,1.98,2.29,0,NA,0.53,NA,0.69,NA,0.6,NA,0.17,NA,1.67,NA,8.57,NA,mason-crosby,NumberFire,8742,TEN,NA,NA,NA,NA,NA,NA,3.78,13.36,#9,12,8.58,8.58,8.58
Brandon McManus,K,DEN,NA,1.82,2.17,0.02,NA,0.54,NA,0.58,NA,0.58,NA,0.12,NA,2.15,NA,8.5,NA,brandon-mcmanus,NumberFire,11947,LV,NA,NA,NA,NA,NA,NA,3.97,13.03,#30,13,8.49,8.49,8.49
Wil Lutz,K,NO,NA,1.86,2.2,0.04,NA,0.62,NA,0.5,NA,0.55,NA,0.13,NA,1.98,NA,8.29,NA,wil-lutz,NumberFire,12956,LA,NA,NA,NA,NA,NA,NA,3.45,13.13,#13,14,8.31,8.31,8.31
Greg Joseph,K,MIN,NA,1.86,2.19,0.05,NA,0.59,NA,0.78,NA,0.33,NA,0.08,NA,2.27,NA,8.26,NA,greg-joseph,NumberFire,13898,DAL,NA,NA,NA,NA,NA,NA,3.35,13.17,#4,15,8.25,8.25,8.25
Ka'imi Fairbairn,K,HOU,NA,1.86,2.41,0.02,NA,0.59,NA,0.61,NA,0.38,NA,0.17,NA,1.93,NA,7.97,NA,ka-imi-fairbairn,NumberFire,12860,WSH,NA,NA,NA,NA,NA,NA,2.34,13.6,#11,16,7.96,7.96,7.96
Matt Gay,K,LA,NA,1.67,2.16,0.02,NA,0.53,NA,0.5,NA,0.42,NA,0.18,NA,2.16,NA,7.9,NA,matt-gay,NumberFire,14244,NO,NA,NA,NA,NA,NA,NA,4.05,11.75,#22,17,7.89,7.89,7.89
Chase McLaughlin,K,IND,NA,1.71,2.12,0,NA,0.5,NA,0.56,NA,0.44,NA,0.24,NA,1.7,NA,7.85,NA,chase-mclaughlin,NumberFire,14717,PHI,NA,NA,NA,NA,NA,NA,3.36,12.34,#12,18,7.84,7.84,7.84
Evan McPherson,K,CIN,NA,1.45,1.97,0.04,NA,0.43,NA,0.31,NA,0.45,NA,0.23,NA,2.35,NA,7.63,NA,evan-mcpherson,NumberFire,15368,PIT,NA,NA,NA,NA,NA,NA,3.73,11.53,#14,19,7.64,7.64,7.64
Cade York,K,CLE,NA,1.53,1.92,0,NA,0.53,NA,0.53,NA,0.32,NA,0.24,NA,1.95,NA,7.6,NA,cade-york,NumberFire,15882,BUF,NA,NA,NA,NA,NA,NA,3.89,11.31,#5,20,7.61,7.61,7.61
Robbie Gould,K,SF,NA,1.5,2.03,0,NA,0.53,NA,0.5,NA,0.41,NA,0.02,NA,2.81,NA,7.59,NA,robbie-gould,NumberFire,8153,ARI,NA,NA,NA,NA,NA,NA,3.78,11.4,#17,21,7.64,7.64,7.64
Greg Zuerlein,K,NYJ,NA,1.69,2.01,0,NA,0.45,NA,0.55,NA,0.59,NA,0.14,NA,1.5,NA,7.55,NA,greg-zuerlein,NumberFire,10868,NE,NA,NA,NA,NA,NA,NA,3.86,11.24,#1,22,7.56,7.56,7.56
Cameron Dicker,K,LAC,NA,1.57,1.73,0,NA,0.34,NA,0.51,NA,0.4,NA,0.31,NA,1.82,NA,7.53,NA,cameron-dicker,NumberFire,15979,KC,NA,NA,NA,NA,NA,NA,3.22,11.84,#23,23,7.52,7.52,7.52
Chris Boswell,K,PIT,NA,1.63,2.06,0,NA,0.63,NA,0.55,NA,0.35,NA,0.12,NA,1.83,NA,7.36,NA,chris-boswell,NumberFire,11936,CIN,NA,NA,NA,NA,NA,NA,3.58,11.14,#8,24,7.37,7.37,7.37
Mike Badgley,K,DET,NA,1.3,1.44,0.02,NA,0.27,NA,0.56,NA,0.33,NA,0.11,NA,2.88,NA,7.29,NA,mike-badgley,NumberFire,13980,NYG,NA,NA,NA,NA,NA,NA,3.75,10.83,#20,25,7.3,7.3,7.3
Josh Lambo,K,TEN,NA,1.5,1.72,0,NA,0.52,NA,0.57,NA,0.33,NA,0.07,NA,1.94,NA,6.87,NA,josh-lambo,NumberFire,12417,GB,NA,NA,NA,NA,NA,NA,3.64,10.1,#16,26,6.88,6.88,6.88
Eddy Pineiro,K,CAR,NA,1.44,1.81,0,NA,0.4,NA,0.36,NA,0.54,NA,0.15,NA,1.66,NA,6.84,NA,eddy-pineiro,NumberFire,13719,BAL,NA,NA,NA,NA,NA,NA,2.75,10.93,#19,27,6.85,6.85,6.85
Matt Prater,K,ARI,NA,1.47,1.76,0.02,NA,0.48,NA,0.33,NA,0.45,NA,0.17,NA,1.55,NA,6.72,NA,matt-prater,NumberFire,8930,SF,NA,NA,NA,NA,NA,NA,2.97,10.47,#10,28,6.69,6.69,6.69
Jason Myers,K,SEA,NA,NA,NA,0.1,NA,0.47,NA,0.53,NA,0.51,NA,NA,NA,3.12,NA,7.95,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,NA,NA,0.06,NA,0.48,NA,0.47,NA,0.54,NA,NA,NA,2.98,NA,7.63,NA,2506264,NFL,8153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,NA,NA,0.02,NA,0.47,NA,0.7,NA,0.49,NA,NA,NA,2.5,NA,7.54,NA,2540243,NFL,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Badgley,K,DET,NA,NA,NA,0.01,NA,0.48,NA,0.51,NA,0.36,NA,NA,NA,3.42,NA,7.5,NA,2560965,NFL,13980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,NA,NA,NA,NA,0.48,NA,0.53,NA,0.43,NA,NA,NA,3.11,NA,7.43,NA,2561153,NFL,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,NA,NA,0.03,NA,0.48,NA,0.51,NA,0.52,NA,NA,NA,2.77,NA,7.39,NA,2536340,NFL,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,NA,NA,0.04,NA,0.48,NA,0.55,NA,0.49,NA,NA,NA,2.7,NA,7.38,NA,2533444,NFL,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,NA,NA,NA,NA,0.5,NA,0.55,NA,0.46,NA,NA,NA,2.4,NA,6.93,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,NA,NA,0.01,NA,0.48,NA,0.68,NA,0.49,NA,NA,NA,1.95,NA,6.93,NA,2561534,NFL,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,NA,NA,NA,NA,0.48,NA,0.57,NA,0.5,NA,NA,NA,2.22,NA,6.87,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.44,NA,NA,NA,2.45,NA,6.74,NA,89802,NFL,9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.4,NA,NA,NA,2.51,NA,6.68,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,NA,NA,NA,NA,0.48,NA,0.61,NA,0.42,NA,NA,NA,2.15,NA,6.68,NA,2560842,NFL,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,NA,NA,0.07,NA,0.48,NA,0.52,NA,0.42,NA,NA,NA,2,NA,6.47,NA,2539227,NFL,11387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,NA,NA,0.01,NA,0.48,NA,0.52,NA,0.44,NA,NA,NA,2.1,NA,6.45,NA,2506677,NFL,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.42,NA,NA,NA,2.17,NA,6.4,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,NA,NA,0.03,NA,0.48,NA,0.49,NA,0.48,NA,NA,NA,1.76,NA,6.2,NA,2507232,NFL,8742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.41,NA,NA,NA,1.99,NA,6.19,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,NA,NA,NA,NA,0.48,NA,0.63,NA,0.44,NA,NA,NA,1.44,NA,6.09,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,NA,NA,NA,NA,0.48,NA,0.5,NA,0.41,NA,NA,NA,1.84,NA,6.01,NA,71309,NFL,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,NA,NA,0.01,NA,0.48,NA,0.48,NA,0.39,NA,NA,NA,1.92,NA,6,NA,2563596,NFL,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,0.02,NA,0.48,NA,0.5,NA,0.42,NA,NA,NA,1.73,NA,5.99,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.47,NA,NA,NA,1.61,NA,5.99,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,NA,NA,NA,NA,0.48,NA,0.43,NA,0.46,NA,NA,NA,1.87,NA,5.98,NA,2567487,NFL,15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,NA,NA,0.01,NA,0.48,NA,0.45,NA,0.4,NA,NA,NA,1.93,NA,5.95,NA,2534797,NFL,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Wright,K,PIT,NA,NA,NA,0.05,NA,0.48,NA,0.44,NA,0.44,NA,NA,NA,1.62,NA,5.85,NA,2562968,NFL,14426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,NA,NA,NA,NA,0.48,NA,0.48,NA,0.41,NA,NA,NA,1.73,NA,5.84,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,NA,NA,0.01,NA,0.48,NA,0.48,NA,0.39,NA,NA,NA,1.75,NA,5.83,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.41,NA,NA,NA,1.54,NA,5.77,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,NA,NA,0.47,NA,0.62,NA,0.51,NA,NA,NA,0.94,NA,5.74,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LA,NA,NA,NA,0.07,NA,0.48,NA,0.51,NA,0.38,NA,NA,NA,1.36,NA,5.68,NA,2562271,NFL,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAX,NA,NA,NA,NA,NA,0.48,NA,0.42,NA,0.44,NA,NA,NA,1.4,NA,5.42,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,NA,NA,1.079166447,1.090067118,NA,NA,NA,NA,NA,NA,0.533401986,0.659501108,0.235284297,0.350753774,2.428638314,2.481250263,NA,NA,15683,ESPN,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,NA,NA,1.023422235,1.048996937,NA,NA,NA,NA,NA,NA,0.501134807,0.634653253,0.219946796,0.337538513,2.527636485,2.633997707,NA,NA,4360234,ESPN,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,NA,NA,1.055415461,1.074306384,NA,NA,NA,NA,NA,NA,0.517642899,0.649965712,0.227602721,0.345682401,2.85839631,2.95772958,NA,NA,4249087,ESPN,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,NA,NA,0.99882733,1.009087758,NA,NA,NA,NA,NA,NA,0.490745704,0.610507815,0.216193533,0.324696831,2.731139979,2.804528957,NA,NA,3051909,ESPN,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,NA,NA,0.953772752,0.979783269,NA,NA,NA,NA,NA,NA,0.466784937,0.592778317,0.204751323,0.315267449,2.829088412,2.954807228,NA,NA,16339,ESPN,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NA,NA,1.001562385,1.011679177,NA,NA,NA,NA,NA,NA,0.492233178,0.612075648,0.216869571,0.325530679,2.151467346,2.20843804,NA,NA,10621,ESPN,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,NA,NA,0.912203191,0.957081765,NA,NA,NA,NA,NA,NA,0.444189593,0.579043688,0.193742106,0.307962726,2.969106051,3.16836806,NA,NA,3917232,ESPN,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,NA,NA,0.916511632,0.957455544,NA,NA,NA,NA,NA,NA,0.446754179,0.579269828,0.195089476,0.308082998,2.499787114,2.655853712,NA,NA,11122,ESPN,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NA,NA,1.025862028,1.037236512,NA,NA,NA,NA,NA,NA,0.503934327,0.627538082,0.22195793,0.33375433,2.032662187,2.088994307,NA,NA,12460,ESPN,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,NA,NA,0.978975403,1.007132693,NA,NA,NA,NA,NA,NA,0.478955104,0.609324982,0.21000955,0.324067745,2.301594234,2.407419269,NA,NA,3975763,ESPN,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,NA,NA,0.994940476,1.032761713,NA,NA,NA,NA,NA,NA,0.485730047,0.624830786,0.212474737,0.332314463,2.493027033,2.631500414,NA,NA,3050478,ESPN,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,NA,NA,0.921062123,0.975697136,NA,NA,NA,NA,NA,NA,0.447454511,0.590306167,0.194651934,0.313952643,2.45560011,2.646109041,NA,NA,12731,ESPN,9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,NA,NA,0.859874775,0.900186375,NA,NA,NA,NA,NA,NA,0.418932937,0.544621429,0.182835844,0.289655346,2.758008552,2.936492666,NA,NA,15965,ESPN,11387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,NA,NA,0.871153139,0.937158128,NA,NA,NA,NA,NA,NA,0.421595958,0.566989696,0.182610447,0.301551845,2.702310115,2.957970475,NA,NA,10636,ESPN,8742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,NA,NA,1.015795223,1.031327627,NA,NA,NA,NA,NA,NA,0.49850875,0.62396315,0.219334734,0.331853013,1.900738905,1.961669522,NA,NA,17372,ESPN,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,NA,NA,0.930906198,0.940309291,NA,NA,NA,NA,NA,NA,0.460072685,0.56889618,0.202934258,0.302565803,1.486495886,1.518830028,NA,NA,3049899,ESPN,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,NA,NA,0.983734956,1.021144664,NA,NA,NA,NA,NA,NA,0.480257887,0.617802359,0.210080235,0.328576414,1.749564328,1.846769154,NA,NA,16486,ESPN,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,NA,NA,0.878745573,0.90841103,NA,NA,NA,NA,NA,NA,0.429424416,0.549597424,0.188050494,0.292301815,2.73848655,2.878546324,NA,NA,3124084,ESPN,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NA,NA,0.970131062,1.019023982,NA,NA,NA,NA,NA,NA,0.472266044,0.616519326,0.205923965,0.327894036,2.100466564,2.24404061,NA,NA,2985659,ESPN,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,NA,NA,0.923658956,0.97805678,NA,NA,NA,NA,NA,NA,0.448760085,0.591733774,0.195241521,0.314711912,1.853525887,1.996512666,NA,NA,15091,ESPN,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
