player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Cam Sims,WR,WAS,NA,NA,0.6,8.2,NA,NA,0,0,0,NA,0,0,1,NA,18016,FantasyPros,13895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kupp, Cooper",WR,LAR,NA,10,7.5,90,NA,NA,0.7,NA,3,NA,0,0.1,13.5,NA,NA,FantasySharks,13164,SFO,1.7,0.3,0.2,0.1,0,0,0.1,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Justin",WR,MIN,NA,10.6,6.8,99,NA,NA,0.4,NA,1,NA,0.1,0,13.3,NA,NA,FantasySharks,14836,ARI,1.7,0.1,0.1,0.1,0.1,0,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adams, Davante",WR,LVR,NA,10,6.3,82,NA,NA,0.8,NA,0.1,NA,0,0,13.3,NA,NA,FantasySharks,11675,@NOS,2,0.4,0.2,0,0,0.1,0.1,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diggs, Stefon",WR,BUF,NA,9.9,6.5,85,NA,NA,0.7,NA,0,NA,0,0,12.6,NA,NA,FantasySharks,12186,GBP,1.8,0.2,0.4,0,0,0,0.1,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase, Ja'Marr",WR,CIN,NA,9.2,5.7,82,NA,NA,0.7,NA,2,NA,0,0.1,12.5,NA,NA,FantasySharks,15281,@CLE,1.4,0.2,0.1,0,0.1,0.1,0.2,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, A.J.",WR,PHI,NA,10,6,91,NA,NA,0.5,NA,0,NA,0,0,12.3,NA,NA,FantasySharks,14104,PIT,1.5,0.2,0.3,0,0,0,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Tyreek",WR,MIA,NA,12,7.8,98,NA,NA,0.3,NA,3,NA,0,0,12.1,NA,NA,FantasySharks,12801,@DET,0.7,0.2,0,0,0,0.1,0.1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Deebo",WR,SFO,NA,7.2,4.3,64,NA,NA,0.3,NA,21,NA,0.3,0.1,11.7,NA,NA,FantasySharks,14136,@LAR,0.8,0.1,0,0,0,0.1,0.1,4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mike",WR,TBB,NA,8.6,5.5,74,NA,NA,0.7,NA,0,NA,0,0,11.6,NA,NA,FantasySharks,11671,BAL,1.4,0.4,0.1,0.1,0.1,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Gabriel",WR,BUF,NA,6,3.6,64,NA,NA,0.7,NA,0,NA,0,0,10.6,NA,NA,FantasySharks,14845,GBP,1,0.1,0.2,0.1,0.1,0,0.2,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, DeAndre",WR,ARI,NA,9.9,6.5,73,NA,NA,0.5,NA,0,NA,0,0,10.5,NA,NA,FantasySharks,11232,@MIN,1.1,0.3,0.1,0.2,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,7.5,5.4,70,NA,NA,0.5,NA,0,NA,0,0,10.1,NA,NA,FantasySharks,12187,NYG,0.6,0.2,0,0,0.1,0.1,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazard, Allen",WR,GBP,NA,6.9,4.6,59,NA,NA,0.7,NA,1,NA,0,0,10,NA,NA,FantasySharks,13632,@BUF,1.3,0.4,0.1,0.2,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamb, CeeDee",WR,DAL,NA,8.5,5.6,70,NA,NA,0.4,NA,3,NA,0,0,9.9,NA,NA,FantasySharks,14832,CHI,0.8,0.2,0.1,0.1,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Amon-Ra",WR,DET,NA,8.1,5.7,61,NA,NA,0.5,NA,3,NA,0,0,9.8,NA,NA,FantasySharks,15287,MIA,1.3,0.2,0.2,0.1,0.1,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittman, Michael",WR,IND,NA,9.8,6.7,79,NA,NA,0.3,NA,2,NA,0,0.1,9.8,NA,NA,FantasySharks,14842,WAS,0.9,0.1,0.2,0,0,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waddle, Jaylen",WR,MIA,NA,8.4,5.5,76,NA,NA,0.3,NA,1,NA,0,0.1,9.6,NA,NA,FantasySharks,15284,@DET,0.7,0.2,0,0,0,0.1,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Michael",WR,NOS,NA,7,4.5,58,NA,NA,0.6,NA,0,NA,0,0,9.6,NA,NA,FantasySharks,12652,LVR,0.9,0.4,0.2,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,CLE,NA,7.9,4.2,64,NA,NA,0.5,NA,0,NA,0,0,9.4,NA,NA,FantasySharks,12175,CIN,1.2,0.1,0.3,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,HOU,NA,9.9,6.1,71,NA,NA,0.4,NA,0,NA,0,0,9.4,NA,NA,FantasySharks,11674,TEN,0.7,0.1,0.1,0.1,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaurin, Terry",WR,WAS,NA,7.8,5.5,70,NA,NA,0.4,NA,1,NA,0,0,9.3,NA,NA,FantasySharks,14109,@IND,0.7,0,0.1,0.1,0.1,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metcalf, DK",WR,SEA,NA,8,5,60,NA,NA,0.6,NA,0,NA,0,0.1,9.2,NA,NA,FantasySharks,14102,NYG,1.1,0.2,0.2,0,0,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,9.5,6.1,73,NA,NA,0.3,NA,2,NA,0,0.1,9.2,NA,NA,FantasySharks,13163,BAL,1.2,0.1,0.1,0.1,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,7.5,4.9,71,NA,NA,0.3,NA,0,NA,0,0,9.1,NA,NA,FantasySharks,14835,@CLE,0.8,0.2,0,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,ATL,NA,5,3.4,52,NA,NA,0.5,NA,4,NA,0.1,0.1,8.9,NA,NA,FantasySharks,14592,CAR,0.8,0.2,0.2,0,0,0,0.1,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,MIN,NA,8.1,5,55,NA,NA,0.5,NA,0,NA,0,0,8.8,NA,NA,FantasySharks,11938,ARI,1.4,0.3,0.1,0.1,0,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,9,5,70,NA,NA,0.3,NA,0,NA,0,0.1,8.8,NA,NA,FantasySharks,15754,LVR,0.8,0.2,0.1,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, DeVonta",WR,PHI,NA,8.3,5.8,70,NA,NA,0.3,NA,0,NA,0,0,8.8,NA,NA,FantasySharks,15282,PIT,0.7,0.2,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiyuk, Brandon",WR,SFO,NA,7.4,5,65,NA,NA,0.3,NA,1,NA,0,0,8.7,NA,NA,FantasySharks,14840,@LAR,0.9,0.2,0.2,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton, Courtland",WR,DEN,NA,9,5.5,65,NA,NA,0.3,NA,0,NA,0,0,8.6,NA,NA,FantasySharks,13630,@JAC,1,0.2,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirk, Christian",WR,JAC,NA,7.7,5.2,64,NA,NA,0.4,NA,2,NA,0,0.1,8.6,NA,NA,FantasySharks,13633,DEN,1,0.3,0.1,0,0,0,0,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,NEP,NA,6.8,4.5,63,NA,NA,0.4,NA,1,NA,0,0,8.5,NA,NA,FantasySharks,14127,@NYJ,0.6,0,0,0.2,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,7,5,62,NA,NA,0.4,NA,1,NA,0,0,8.5,NA,NA,FantasySharks,12650,@CLE,0.7,0.1,0.1,0,0,0,0.2,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeudy, Jerry",WR,DEN,NA,8,5,61,NA,NA,0.4,NA,0,NA,0,0,8.4,NA,NA,FantasySharks,14833,@JAC,0.8,0,0.1,0.1,0.1,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,7,4.1,51,NA,NA,0.3,NA,5,NA,0.1,0,8.2,NA,NA,FantasySharks,15751,CAR,0.8,0.1,0.1,0,0,0,0,3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CAR,NA,8,5,58,NA,NA,0.3,NA,4,NA,0,0,7.8,NA,NA,FantasySharks,13635,@ATL,0.7,0.1,0.1,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,TEN,NA,7.5,5.2,58,NA,NA,0.3,NA,1,NA,0,0,7.7,NA,NA,FantasySharks,11228,@HOU,0.8,0.2,0.1,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Diontae",WR,PIT,NA,11,5.9,57,NA,NA,0.2,NA,3,NA,0,0.1,7.6,NA,NA,FantasySharks,14208,@PHI,1.2,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,6.5,4.4,55,NA,NA,0.3,NA,-0.4,NA,0,0,7.4,NA,NA,FantasySharks,14122,@SEA,0.6,0.1,0,0.1,0.2,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Rondale",WR,ARI,NA,7.4,5.5,56,NA,NA,0.2,NA,1,NA,0,0,7,NA,NA,FantasySharks,15283,@MIN,0.9,0,0.1,0.1,0,0,0,4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,7,5,50,NA,NA,0.3,NA,1,NA,0,0,7,NA,NA,FantasySharks,13646,CHI,0.7,0.1,0.1,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mooney, Darnell",WR,CHI,NA,7.1,3.8,57,NA,NA,0.2,NA,1,NA,0,0,6.9,NA,NA,FantasySharks,14974,@DAL,0.5,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,WAS,NA,7,4.5,50,NA,NA,0.2,NA,7,NA,0,0.1,6.9,NA,NA,FantasySharks,13157,@IND,0.8,0.1,0.1,0,0,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bateman, Rashod",WR,BAL,NA,6.2,3.9,54,NA,NA,0.3,NA,2,NA,0,0.1,6.9,NA,NA,FantasySharks,15293,@TBB,0.5,0.1,0,0,0,0,0.2,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Renfrow, Hunter",WR,LVR,NA,7.4,5.3,51,NA,NA,0.3,NA,-0.1,NA,0,0.1,6.7,NA,NA,FantasySharks,14123,@NOS,1.4,0.2,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Corey",WR,NYJ,NA,5.4,3,49,NA,NA,0.3,NA,0,NA,0,0.1,6.7,NA,NA,FantasySharks,13153,NEP,0.6,0.1,0,0,0,0,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,5.4,3.4,44,NA,NA,0.4,NA,0,NA,0,0,6.6,NA,NA,FantasySharks,13168,MIA,1.1,0.2,0,0.1,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,WAS,NA,5.6,4,44,NA,NA,0.3,NA,0,NA,0,0,6.4,NA,NA,FantasySharks,15755,@IND,0.5,0.1,0.1,0.1,0,0,0,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKenzie, Isaiah",WR,BUF,NA,4.8,2.9,34,NA,NA,0.4,NA,3,NA,0,0,6.4,NA,NA,FantasySharks,13313,GBP,0.8,0.3,0,0.1,0,0,0,11,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,6.4,3.9,46,NA,NA,0.2,NA,4,NA,0,0,6.4,NA,NA,FantasySharks,15762,@PHI,0.9,0.2,0,0,0,0,0,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,LAR,NA,6,4,44,NA,NA,0.3,NA,0.1,NA,0,0,6.4,NA,NA,FantasySharks,11678,SFO,1.5,0.3,0,0,0,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,6.2,3.5,36,NA,NA,0.5,NA,1,NA,0,0.1,6.1,NA,NA,FantasySharks,15779,@BUF,0.9,0.2,0.2,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,6.1,3.5,48,NA,NA,0.2,NA,0,NA,0,0,6.1,NA,NA,FantasySharks,15768,WAS,0.9,0.1,0,0,0.1,0,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,BAL,NA,4.7,3.3,40,NA,NA,0.3,NA,3,NA,0,0,6,NA,NA,FantasySharks,14847,@TBB,0.8,0.1,0.1,0.1,0,0,0,30,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker, DeVante",WR,NEP,NA,5.2,3.3,50,NA,NA,0.2,NA,1,NA,0,0,6,NA,NA,FantasySharks,12176,@NYJ,0.2,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,SEA,NA,5.2,3.4,40,NA,NA,0.3,NA,1,NA,0,0,5.9,NA,NA,FantasySharks,11239,NYG,0.5,0,0,0.2,0,0,0.1,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Wan'Dale",WR,NYG,NA,6.6,4.4,44,NA,NA,0.2,NA,0.1,NA,0,0,5.9,NA,NA,FantasySharks,15757,@SEA,0.3,0.1,0.1,0,0.1,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,LVR,NA,4.8,2.6,40,NA,NA,0.3,NA,0,NA,0,0,5.8,NA,NA,FantasySharks,13289,@NOS,0.9,0.1,0,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Tre'Quan",WR,NOS,NA,4.6,2.9,42,NA,NA,0.2,NA,0.1,NA,0,0,5.5,NA,NA,FantasySharks,13645,LVR,0.6,0,0.2,0,0,0,0,6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Landry, Jarvis",WR,NOS,NA,4.7,2.9,35,NA,NA,0.2,NA,1,NA,0.1,0,5.5,NA,NA,FantasySharks,11680,LVR,0.4,0,0,0,0,0,0.1,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claypool, Chase",WR,PIT,NA,6.5,3.6,41,NA,NA,0.2,NA,5,NA,0,0,5.5,NA,NA,FantasySharks,14841,@PHI,0.8,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,NYJ,NA,6.2,3.5,42,NA,NA,0.1,NA,1,NA,0,0,5.3,NA,NA,FantasySharks,15288,NEP,0.7,0.1,0.1,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway, Marquez",WR,NOS,NA,6,2.8,35,NA,NA,0.3,NA,0,NA,0,0,5.2,NA,NA,FantasySharks,15034,LVR,0.9,0.2,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,5.2,3,47,NA,NA,0.1,NA,0,NA,0,0,5,NA,NA,FantasySharks,15290,TEN,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,MIN,NA,4.6,2.9,33,NA,NA,0.3,NA,0,NA,0,0,5,NA,NA,FantasySharks,14977,ARI,0.6,0.1,0,0.1,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,IND,NA,5.2,3.4,35,NA,NA,0.2,NA,0,NA,0,0,5,NA,NA,FantasySharks,14112,WAS,0.5,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,6.8,3.6,40,NA,NA,0.2,NA,0,NA,0,0,5,NA,NA,FantasySharks,15753,NEP,0.8,0.1,0.1,0,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Marvin",WR,JAC,NA,6.3,3.5,41,NA,NA,0.1,NA,0,NA,0,0,4.8,NA,NA,FantasySharks,10738,DEN,0.7,0,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples-Jones, Donovan",WR,CLE,NA,5.5,3.2,45,NA,NA,0.1,NA,1,NA,0,0.1,4.7,NA,NA,FantasySharks,14857,CIN,0.6,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gage, Russell",WR,TBB,NA,6,4,40,NA,NA,0.1,NA,-0.1,NA,0,0.1,4.7,NA,NA,FantasySharks,13809,BAL,1.1,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,4.7,3.1,32,NA,NA,0,NA,1,NA,0.1,0,4.5,NA,NA,FantasySharks,15491,SFO,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Julio",WR,TBB,NA,5,3.5,35,NA,NA,0.1,NA,2,NA,0,0,4.4,NA,NA,FantasySharks,10271,BAL,0.4,0,0.1,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,4.1,2.6,36,NA,NA,0,NA,2,NA,0,0,4.3,NA,NA,FantasySharks,13963,CAR,0.3,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,NYJ,NA,3.6,2.5,21,NA,NA,0.1,NA,6,NA,0.2,0,4,NA,NA,FantasySharks,13638,NEP,0.4,0.1,0,0,0,0,0,42,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,5.5,3.3,36,NA,NA,0.1,NA,1,NA,0,0.1,4,NA,NA,FantasySharks,15308,@ATL,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,5.8,3.5,35,NA,NA,0.1,NA,2,NA,0,0,4,NA,NA,FantasySharks,13176,DEN,0.8,0,0.1,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,HOU,NA,4,2.2,26,NA,NA,0.2,NA,0,NA,0,0,4,NA,NA,FantasySharks,12773,TEN,0.4,0,0.2,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
